wage,hours,IQ,educ,exper,tenure,age,married,black,meduc,feduc
46200,55,61,12,6,4,29,1,1,8,3
70500,40,76,12,13,8,37,1,1,NA,NA
156600,40,127,12,7,1,29,1,0,11,NA
163400,40,94,13,18,18,36,1,0,8,8
128200,45,97,16,4,1,32,1,0,16,16
55600,40,127,16,6,2,31,1,1,12,12
120000,40,109,15,7,8,33,1,0,11,12
85500,45,89,12,6,6,31,1,0,3,3
105300,40,90,12,18,7,37,1,0,11,11
1.00E+05,48,105,12,11,4,28,1,0,12,7
9.00E+04,55,100,12,18,5,34,0,0,8,NA
160200,45,111,16,10,10,31,1,0,16,12
50800,50,125,17,9,2,31,1,0,16,13
150000,60,124,16,6,6,29,1,0,12,10
168200,50,107,14,15,9,32,1,0,12,12
75000,40,110,13,13,1,35,1,0,12,16
84300,40,102,14,8,7,29,1,0,16,16
40900,40,93,12,17,18,38,0,0,NA,NA
100400,40,81,12,17,15,34,1,0,12,NA
65000,40,99,12,13,10,30,1,0,12,10
80800,40,93,12,17,9,37,1,1,NA,NA
213700,45,102,13,8,2,30,1,0,12,12
76100,48,95,12,14,21,38,1,0,12,5
76900,40,98,16,8,3,35,0,0,11,8
34500,40,84,12,7,8,31,1,1,NA,NA
49500,40,88,12,6,10,31,1,0,NA,7
98700,38,109,16,9,3,31,1,0,4,NA
250000,60,82,12,21,1,38,1,0,8,5
109800,45,105,14,6,1,32,0,0,12,NA
121200,40,95,12,6,16,38,1,0,12,8
57700,40,92,15,8,1,28,1,1,10,7
39000,59,74,15,10,3,30,1,1,7,6
150000,40,123,16,9,12,32,1,0,12,14
58300,80,86,12,9,1,30,1,0,12,12
46000,40,92,11,16,1,36,1,0,NA,NA
94500,40,87,12,12,13,38,1,0,8,NA
144200,60,117,16,9,3,31,1,0,12,10
133300,45,112,16,14,8,38,1,0,12,4
150000,37,119,15,8,5,33,0,0,12,18
133300,45,103,16,7,1,34,1,0,NA,NA
7.00E+04,40,74,12,16,4,36,1,1,9,NA
97300,36,81,13,11,5,32,1,0,6,9
216200,40,124,18,10,8,32,1,0,10,10
79700,41,89,12,10,7,36,1,0,7,8
4.00E+04,40,88,12,14,1,32,1,1,7,6
101500,40,67,12,15,11,32,1,1,9,5
174400,43,106,16,8,9,29,1,0,12,16
63000,40,103,15,14,2,32,1,0,11,5
44500,40,91,12,11,4,32,1,0,6,8
66000,42,101,16,12,9,31,1,0,12,12
77900,40,85,12,14,7,37,1,1,12,NA
37700,40,83,12,9,1,36,0,0,12,12
56000,44,70,12,16,11,35,1,1,8,NA
112200,60,102,17,7,13,32,1,0,12,11
45300,50,94,12,9,2,30,1,0,7,7
138600,40,97,10,17,9,37,1,0,12,8
153900,40,115,17,7,9,31,1,0,12,16
115400,40,117,16,11,12,35,1,0,17,18
96200,50,105,14,15,2,37,1,0,8,4
72200,55,113,16,8,1,38,0,0,8,NA
48000,40,83,12,9,3,37,1,0,10,11
80800,50,101,18,8,9,38,1,0,17,12
144200,40,113,13,14,8,36,1,0,12,12
109100,50,88,13,13,4,37,1,0,12,NA
35000,40,93,12,16,0,33,0,1,12,NA
5.00E+04,40,83,12,18,11,36,1,1,7,NA
102600,45,113,16,9,13,30,1,0,16,14
57700,40,106,17,11,7,33,0,1,13,16
133300,60,106,15,5,1,30,1,0,12,12
91500,55,114,12,17,9,37,1,0,10,NA
110500,40,119,16,9,10,30,0,0,11,10
91000,40,82,14,5,5,30,1,1,9,3
1.00E+05,40,89,12,17,8,38,1,0,1,4
116000,40,74,12,14,1,33,1,1,3,4
100100,34,77,12,12,3,29,1,1,3,4
71300,40,75,12,5,12,36,1,1,NA,NA
92900,40,97,13,12,5,30,1,0,12,12
4.00E+04,50,68,12,4,9,31,1,1,6,2
124100,40,83,13,9,10,33,1,0,12,12
106500,40,97,12,21,10,36,1,0,12,NA
40300,45,98,12,5,3,30,1,0,12,12
94000,45,102,13,15,12,30,1,1,NA,NA
81200,40,81,10,17,13,34,1,1,8,3
7.00E+04,20,85,10,13,0,35,1,1,6,10
57500,40,86,10,12,6,33,1,1,NA,NA
45000,40,79,10,20,5,36,1,1,12,12
62100,43,84,12,14,10,31,1,0,8,6
44100,38,74,12,12,11,30,1,0,8,6
62500,40,92,16,6,9,33,1,1,NA,NA
72600,45,93,12,16,5,36,1,0,6,NA
5.00E+04,40,69,9,21,13,38,1,1,6,NA
1.00E+05,44,113,17,8,2,34,1,0,17,18
39300,48,92,12,15,16,38,1,0,8,7
6.00E+04,40,127,12,8,3,28,0,0,9,12
96200,50,109,12,21,12,37,1,0,6,NA
96200,40,97,12,15,4,34,1,0,10,8
86500,40,66,11,10,7,30,1,0,0,10
115400,50,109,16,10,3,35,1,0,16,14
138600,42,109,16,10,11,34,1,0,4,14
73200,40,104,12,10,7,36,1,0,NA,NA
86500,40,85,13,4,9,34,1,0,8,8
7.00E+04,40,81,12,13,13,31,1,0,8,4
97500,40,87,9,20,10,37,1,0,5,4
130000,40,78,13,12,3,33,1,0,12,12
9.00E+04,40,54,14,12,3,31,1,0,12,12
82900,40,98,12,15,15,36,1,0,8,8
1.00E+05,40,98,12,17,13,36,1,0,12,NA
82700,40,105,16,7,8,30,1,0,16,12
5.00E+04,44,87,13,5,2,31,1,0,12,NA
115500,40,117,13,9,1,28,1,0,12,12
95000,55,85,15,8,3,29,0,0,12,12
7.00E+04,40,82,13,10,4,30,1,0,8,NA
171000,45,114,18,7,6,32,1,0,12,NA
53300,30,65,12,5,1,32,0,1,11,12
200400,48,105,18,10,0,34,1,0,12,12
89000,60,92,14,9,8,32,1,0,7,7
307800,30,107,13,11,4,29,1,0,12,12
153900,40,111,17,10,13,37,1,0,12,16
50800,40,73,12,1,1,31,1,1,NA,NA
135400,40,119,17,13,9,35,0,0,16,16
114300,35,97,12,21,8,38,1,0,12,12
96200,40,110,12,16,8,33,1,0,10,10
125000,44,96,12,19,20,38,1,0,12,12
99000,40,67,12,16,3,34,1,1,8,8
90500,40,102,12,17,4,37,1,0,12,12
92600,55,64,12,18,0,38,1,0,0,2
155900,40,103,12,17,10,34,1,0,8,8
131200,40,118,10,14,4,32,1,0,12,8
92300,40,118,14,8,16,35,1,1,7,NA
87900,40,118,18,1,9,31,1,0,13,13
8.00E+04,25,75,13,14,1,38,1,0,12,10
104900,50,112,14,6,10,32,1,0,12,10
55000,40,95,12,4,1,30,0,0,12,10
119000,40,119,17,4,2,34,1,0,12,14
58300,48,94,14,10,6,37,1,0,12,12
120000,40,103,14,5,2,30,1,0,6,7
79700,55,90,16,11,5,33,1,0,14,17
137100,40,128,18,8,13,36,1,0,16,12
36000,55,110,13,11,1,38,0,1,12,8
127000,40,84,12,11,12,30,1,0,12,12
183200,40,97,12,16,1,36,1,0,8,12
90900,40,102,12,14,5,33,1,0,12,7
174600,40,131,18,9,10,33,1,0,12,12
52000,40,126,16,8,1,30,1,0,12,12
80800,40,107,16,6,7,29,1,0,12,12
213700,45,108,16,11,2,36,1,0,12,NA
69200,50,92,15,9,3,38,1,1,8,8
93100,80,108,16,4,1,36,1,0,12,12
81200,45,115,16,11,3,34,1,0,12,8
86600,40,111,14,16,14,35,1,0,12,12
144200,40,115,12,14,9,36,1,0,12,12
5.00E+04,40,101,14,12,0,32,1,0,11,6
138400,50,114,18,12,2,37,1,0,12,13
52800,55,116,18,5,9,30,1,0,12,12
88100,40,90,12,4,14,36,1,0,12,NA
102600,45,125,12,11,11,28,1,0,14,17
121200,40,98,12,11,12,28,0,0,12,10
162000,38,111,15,8,5,29,1,0,10,NA
184300,48,109,16,11,2,32,1,0,12,NA
160200,60,124,16,12,2,37,1,0,12,12
1.00E+05,40,121,13,6,1,33,1,0,8,14
73700,48,103,12,7,4,30,1,0,10,NA
169900,40,96,12,10,1,29,0,0,12,12
169900,40,100,12,11,9,33,1,0,12,8
102500,48,104,14,6,5,32,1,0,NA,12
110700,40,112,12,12,5,38,1,0,11,12
62500,40,73,11,1,1,31,1,0,12,12
72000,50,101,13,1,7,29,1,0,11,11
85500,40,99,12,19,10,36,1,0,12,12
125000,40,95,12,12,2,32,1,0,12,12
113000,40,109,18,4,13,38,1,0,18,15
9.00E+04,40,110,12,6,1,28,0,0,13,13
192400,50,98,17,6,7,38,1,0,4,NA
96200,40,112,15,8,2,37,1,0,12,16
187400,48,64,11,22,3,38,1,1,NA,NA
157300,55,90,12,5,3,30,1,0,11,8
94000,45,102,14,11,7,36,1,0,12,10
9.00E+04,40,119,16,8,9,30,1,0,12,12
88200,44,96,12,15,13,31,1,0,8,10
171000,45,118,18,12,12,38,1,0,12,12
126000,45,79,12,19,15,37,1,0,9,8
75100,40,96,12,9,7,38,1,0,10,8
109700,50,80,11,12,12,28,1,0,12,11
100100,48,137,13,11,11,33,1,0,12,NA
115400,40,116,15,11,12,34,0,0,12,9
1.00E+05,43,69,12,15,16,35,1,0,12,8
125000,40,78,12,16,3,33,1,0,6,2
85700,65,99,12,18,3,38,1,0,8,8
121100,27,92,12,13,3,31,1,0,16,12
93700,32,113,16,12,7,29,1,0,16,12
90400,50,98,13,7,1,33,1,0,12,NA
87200,45,115,15,7,4,29,1,0,12,18
120000,40,96,9,18,0,34,1,0,NA,8
126100,40,117,17,1,9,35,1,0,6,8
95000,40,96,12,14,2,35,1,0,8,2
11500,50,108,12,9,3,29,1,0,10,11
67300,40,92,17,6,4,31,1,0,16,12
108400,45,95,15,17,10,37,1,0,16,16
105800,40,94,14,13,14,34,1,0,15,9
8.00E+04,40,115,12,20,12,38,1,0,7,8
36900,40,117,18,11,1,31,0,0,NA,NA
192400,40,105,16,14,13,36,1,0,12,NA
85500,40,109,12,17,15,36,1,0,7,6
86400,40,87,12,15,6,31,1,0,12,12
109200,44,110,16,15,13,36,1,0,13,13
102500,40,110,16,9,4,30,1,0,10,12
85000,35,109,12,11,2,31,1,0,17,NA
67300,40,85,12,17,10,35,1,0,12,12
8.00E+04,40,105,14,12,12,37,1,0,10,12
104900,44,122,16,7,3,33,1,0,10,12
88400,40,108,17,9,11,35,1,0,14,9
8.00E+04,40,122,16,10,2,31,0,0,12,8
120000,40,79,17,9,9,32,1,0,8,8
66400,40,105,12,8,10,29,1,0,12,12
111100,45,90,12,18,18,37,1,0,NA,NA
85000,43,111,16,8,8,34,1,0,NA,NA
1.00E+05,40,110,12,6,12,37,1,0,8,12
87500,40,92,12,8,4,29,0,0,14,14
120200,40,131,16,10,2,33,1,0,12,12
66600,40,104,12,10,2,29,1,0,12,12
92300,40,110,16,15,11,37,1,0,12,7
78800,40,99,12,10,10,28,1,0,10,3
95000,40,86,10,23,5,38,1,0,NA,6
144200,40,105,12,9,16,37,1,0,NA,NA
86600,40,85,12,11,12,30,1,1,6,0
62500,40,72,9,17,5,34,1,0,4,NA
68000,40,86,12,13,9,32,0,0,6,7
69300,40,68,12,11,19,35,1,0,12,8
87500,36,95,12,16,2,38,0,1,6,NA
230800,40,116,17,8,2,38,1,0,12,13
119600,45,96,14,10,4,32,1,0,10,6
7.00E+04,38,85,12,13,8,32,1,1,2,8
72100,40,100,12,8,8,29,1,0,12,4
150000,40,101,13,13,2,32,1,0,12,8
105000,50,97,15,4,9,31,1,1,16,9
80100,48,100,14,6,10,29,1,1,NA,NA
64000,23,96,12,7,3,31,0,1,NA,NA
119800,32,117,16,7,9,30,1,0,12,12
39000,55,93,12,4,2,32,1,0,16,13
88900,36,116,12,12,11,28,1,0,9,12
107600,38,106,12,19,20,36,1,0,12,9
112700,40,98,12,17,12,36,1,0,14,12
75000,50,103,15,1,1,37,1,0,12,9
85500,40,118,14,6,14,33,1,0,NA,12
52500,40,100,13,5,1,31,1,0,10,12
110400,54,96,12,11,4,29,1,0,10,12
55300,40,67,12,11,10,30,1,1,8,9
8.00E+04,43,96,12,10,1,29,1,0,10,10
138400,50,104,13,8,7,31,1,0,13,14
42500,30,106,17,8,0,36,0,0,14,12
51000,54,62,11,13,4,33,0,1,2,10
37000,32,73,12,13,2,31,1,1,3,4
59600,40,62,12,16,14,33,1,1,2,8
40200,40,76,12,9,4,28,1,1,NA,10
41800,40,76,12,12,2,31,1,1,9,10
113300,40,106,16,13,10,36,1,0,12,NA
68100,40,94,12,18,15,35,0,0,9,10
95000,40,81,11,16,5,35,1,0,10,6
6.00E+04,40,87,10,20,7,36,1,0,5,6
66100,40,96,13,8,6,29,0,0,NA,5
92500,40,75,12,12,9,30,1,0,6,NA
55000,40,95,12,14,13,31,1,0,5,5
60600,40,86,11,13,11,30,1,0,3,7
42500,40,86,10,7,1,30,1,0,3,7
34000,50,104,14,4,1,31,1,0,8,18
69200,50,95,12,16,9,34,1,0,7,5
57500,40,116,12,11,9,29,1,0,8,12
57100,40,66,9,15,10,33,1,0,8,6
81700,40,101,16,11,9,32,1,0,0,5
98700,40,96,12,11,5,29,1,0,12,12
61600,55,104,12,16,18,35,1,0,9,NA
102600,60,105,16,12,1,35,1,0,14,10
80800,40,106,12,4,3,29,1,0,8,7
80800,50,101,17,8,0,30,1,0,15,15
78800,40,96,12,13,5,36,1,0,12,12
85000,40,105,12,6,2,33,1,0,12,9
9.00E+04,38,106,12,10,19,38,1,0,3,2
141800,45,102,12,19,20,36,1,0,8,8
26000,40,75,12,21,0,37,1,1,NA,NA
66200,45,99,14,7,2,28,1,1,5,5
56200,55,90,13,4,1,38,1,0,12,11
56200,80,104,12,11,5,28,1,0,12,12
35700,70,115,13,5,2,30,1,0,NA,NA
100900,40,118,16,11,12,32,1,0,12,10
144200,40,108,12,17,17,36,1,0,9,12
65100,40,76,11,11,2,29,1,1,10,11
75000,40,50,12,14,5,32,1,1,3,NA
75400,40,55,12,13,14,33,1,1,10,NA
7.00E+04,40,73,12,17,9,38,1,1,NA,NA
50300,40,84,11,11,2,30,0,1,9,9
93700,40,104,12,14,15,32,1,0,12,9
62400,40,92,10,18,10,36,1,0,10,6
75000,40,83,12,4,10,32,1,1,10,6
9.00E+04,40,98,14,1,8,30,1,1,10,6
54000,40,70,10,12,10,29,1,1,10,7
64200,35,87,13,9,3,30,1,0,4,10
4.00E+04,50,96,15,6,10,28,0,0,12,NA
9.00E+04,40,80,10,15,14,38,1,0,12,10
51300,40,104,16,8,10,33,1,0,12,10
89400,40,104,18,7,10,35,1,0,9,8
128200,60,96,18,7,5,32,1,0,12,18
48500,40,89,12,10,9,30,0,0,12,18
32500,55,113,12,11,5,29,1,0,10,13
76900,45,105,12,16,5,33,1,0,7,7
61800,40,84,14,6,8,31,0,0,7,4
104000,48,108,12,16,17,35,1,0,7,3
75100,40,104,12,15,4,34,1,0,8,3
38000,50,106,12,15,11,30,1,0,7,7
3.00E+04,24,83,12,16,3,37,1,1,3,NA
75300,46,70,10,21,7,38,1,0,12,7
106500,65,104,16,10,11,34,1,0,11,12
107000,40,91,12,13,1,30,1,0,14,12
157300,55,112,18,7,8,34,1,0,14,18
65000,40,97,10,14,9,30,1,0,12,9
7.00E+04,45,99,12,15,7,32,1,0,10,10
49400,40,74,12,16,4,34,1,1,NA,NA
89000,48,100,12,4,8,31,1,0,NA,NA
52000,40,86,10,15,12,31,1,0,6,NA
89100,40,90,12,16,16,32,1,0,12,9
57000,50,101,12,11,12,30,1,0,12,NA
144400,40,109,15,11,1,29,1,0,11,9
48100,48,98,12,14,2,31,0,1,NA,NA
5.00E+04,44,107,12,21,12,38,1,0,12,7
147300,40,110,16,15,15,36,1,0,12,14
80300,40,120,13,4,1,28,1,0,10,12
96200,50,97,16,7,2,30,1,0,12,12
1.00E+05,44,103,12,9,5,29,1,0,11,NA
6.00E+04,40,114,16,5,4,30,1,0,12,12
45000,40,95,11,12,2,30,1,0,8,8
62900,60,93,12,6,1,30,1,1,10,6
49200,60,67,12,15,2,34,1,1,8,NA
156200,40,97,17,7,2,32,1,0,12,13
35700,70,97,14,6,3,28,1,0,13,16
96000,40,83,13,14,13,32,1,0,10,NA
56600,45,104,16,5,2,32,1,0,12,12
48100,40,82,12,9,2,32,1,0,12,8
144200,40,113,16,8,10,35,1,0,8,8
64500,45,93,12,11,3,35,1,0,7,8
78800,40,100,11,15,6,32,1,1,9,NA
64400,42,101,12,11,5,33,1,0,12,NA
47700,45,100,12,9,3,31,1,0,7,7
66400,60,82,16,10,9,34,1,1,16,16
52000,40,79,16,6,1,30,1,1,11,NA
120200,40,102,13,10,3,31,1,0,8,6
53800,45,77,12,12,10,28,1,1,7,NA
87300,44,109,12,12,12,28,1,0,NA,11
1.00E+05,40,107,12,17,18,35,1,0,NA,NA
