wage,hours,IQ,educ,exper,tenure,age,married,black,meduc
91000.0,30.0,95.0,12.0,16.0,5.0,35.0,1,0,12.0
53300.0,45.0,109.0,15.0,8.0,2.0,30.0,1,0,15.0
75000.0,40.0,104.0,12.0,15.0,11.0,33.0,1,0,12.0
120600.0,40.0,110.0,12.0,16.0,4.0,38.0,1,0,12.0
74500.0,40.0,94.0,13.0,17.0,1.0,36.0,0,0,13.0
90000.0,40.0,103.0,12.0,15.0,1.0,37.0,1,0,8.0
117000.0,47.0,123.0,14.0,9.0,14.0,32.0,1,0,8.0
54000.0,50.0,113.0,12.0,12.0,3.0,31.0,1,0,6.0
55000.0,40.0,110.0,16.0,15.0,1.0,38.0,1,0,12.0
61500.0,40.0,100.0,14.0,9.0,4.0,30.0,1,0,12.0
90900.0,40.0,95.0,13.0,6.0,2.0,31.0,1,0,12.0
76900.0,40.0,100.0,12.0,18.0,12.0,36.0,1,0,8.0
98400.0,40.0,108.0,13.0,17.0,18.0,37.0,1,0,15.0
83300.0,60.0,101.0,12.0,15.0,12.0,37.0,1,0,12.0
87900.0,70.0,90.0,12.0,17.0,10.0,35.0,0,0,12.0
102700.0,45.0,115.0,12.0,16.0,7.0,35.0,1,0,8.0
100000.0,55.0,114.0,16.0,10.0,1.0,33.0,1,0,12.0
46500.0,43.0,84.0,13.0,10.0,1.0,29.0,1,0,11.0
110000.0,40.0,92.0,13.0,21.0,12.0,38.0,1,1,12.0
64100.0,45.0,125.0,14.0,9.0,0.0,37.0,1,0,12.0
103500.0,48.0,107.0,12.0,21.0,14.0,38.0,1,0,11.0
121200.0,40.0,129.0,14.0,9.0,3.0,32.0,0,0,8.0
95000.0,40.0,98.0,12.0,11.0,6.0,30.0,1,0,12.0
93800.0,44.0,108.0,12.0,19.0,20.0,38.0,1,0,8.0
125000.0,40.0,114.0,16.0,8.0,8.0,30.0,1,0,2.0
58600.0,60.0,111.0,18.0,6.0,10.0,34.0,1,0,12.0
69300.0,53.0,101.0,12.0,7.0,6.0,28.0,1,0,12.0
56200.0,40.0,99.0,12.0,18.0,12.0,34.0,0,0,12.0
37500.0,60.0,75.0,12.0,12.0,5.0,30.0,0,0,12.0
67300.0,40.0,91.0,12.0,7.0,11.0,38.0,1,0,6.0
65400.0,50.0,113.0,17.0,1.0,13.0,33.0,1,0,12.0
69200.0,50.0,120.0,12.0,17.0,7.0,35.0,1,0,8.0
111100.0,40.0,98.0,14.0,10.0,1.0,29.0,1,0,12.0
136800.0,45.0,107.0,16.0,11.0,1.0,33.0,1,0,16.0
128200.0,45.0,121.0,18.0,7.0,13.0,32.0,1,0,12.0
125000.0,60.0,115.0,11.0,19.0,4.0,38.0,1,0,12.0
134600.0,40.0,134.0,15.0,15.0,7.0,35.0,1,0,12.0
142400.0,50.0,96.0,17.0,15.0,12.0,37.0,1,0,12.0
85400.0,48.0,120.0,16.0,8.0,5.0,29.0,0,0,12.0
88800.0,50.0,105.0,15.0,9.0,5.0,32.0,0,0,12.0
116100.0,50.0,121.0,12.0,5.0,10.0,34.0,1,0,10.0
58300.0,58.0,113.0,16.0,9.0,0.0,30.0,1,0,12.0
126000.0,45.0,106.0,12.0,5.0,3.0,29.0,1,0,12.0
94700.0,48.0,104.0,18.0,8.0,13.0,35.0,1,0,9.0
185000.0,40.0,80.0,11.0,14.0,15.0,33.0,1,0,10.0
157500.0,40.0,117.0,12.0,13.0,2.0,30.0,1,0,10.0
75800.0,38.0,126.0,16.0,10.0,8.0,28.0,0,0,12.0
144200.0,40.0,112.0,12.0,19.0,15.0,36.0,1,0,10.0
48900.0,55.0,104.0,13.0,20.0,4.0,38.0,1,0,12.0
112600.0,40.0,116.0,12.0,5.0,0.0,31.0,1,1,9.0
100000.0,40.0,70.0,12.0,12.0,5.0,32.0,0,1,8.0
50000.0,70.0,83.0,12.0,13.0,11.0,32.0,1,0,6.0
120000.0,50.0,84.0,12.0,13.0,9.0,32.0,1,0,6.0
56500.0,45.0,82.0,10.0,15.0,3.0,33.0,1,0,12.0
192000.0,40.0,109.0,12.0,13.0,2.0,31.0,1,0,12.0
68400.0,45.0,111.0,14.0,7.0,7.0,29.0,1,0,12.0
77400.0,40.0,94.0,12.0,20.0,4.0,37.0,1,0,12.0
23300.0,60.0,96.0,16.0,7.0,4.0,30.0,1,0,12.0
97500.0,40.0,101.0,13.0,12.0,10.0,30.0,1,0,12.0
136600.0,40.0,90.0,12.0,13.0,1.0,30.0,1,0,12.0
213700.0,40.0,120.0,16.0,16.0,3.0,37.0,1,0,12.0
70000.0,40.0,120.0,16.0,10.0,1.0,29.0,1,0,12.0
120000.0,40.0,108.0,12.0,16.0,11.0,33.0,1,0,8.0
116100.0,40.0,99.0,13.0,16.0,18.0,36.0,1,0,12.0
72900.0,60.0,80.0,11.0,16.0,15.0,34.0,1,0,12.0
75000.0,45.0,93.0,11.0,17.0,2.0,36.0,1,0,10.0
102600.0,45.0,85.0,12.0,4.0,16.0,38.0,1,0,12.0
111100.0,45.0,118.0,15.0,11.0,3.0,32.0,1,0,11.0
62500.0,50.0,115.0,12.0,12.0,8.0,31.0,1,0,12.0
120000.0,42.0,119.0,16.0,11.0,5.0,30.0,1,0,10.0
154100.0,40.0,94.0,12.0,8.0,1.0,32.0,1,0,12.0
115400.0,40.0,109.0,16.0,12.0,9.0,34.0,1,0,13.0
31000.0,40.0,104.0,13.0,10.0,0.0,33.0,0,0,14.0
61000.0,50.0,89.0,12.0,14.0,4.0,30.0,1,0,7.0
174900.0,43.0,101.0,12.0,16.0,17.0,36.0,1,0,12.0
100000.0,40.0,96.0,16.0,9.0,1.0,31.0,0,0,12.0
35000.0,40.0,109.0,12.0,14.0,1.0,36.0,1,0,9.0
76500.0,45.0,94.0,12.0,17.0,18.0,37.0,1,0,4.0
79000.0,40.0,115.0,12.0,15.0,2.0,34.0,1,0,6.0
81800.0,47.0,92.0,12.0,16.0,17.0,38.0,1,0,8.0
47700.0,60.0,71.0,9.0,12.0,1.0,30.0,1,0,11.0
93800.0,50.0,130.0,14.0,15.0,1.0,33.0,1,0,12.0
209900.0,55.0,119.0,16.0,10.0,4.0,32.0,1,0,12.0
35000.0,40.0,74.0,12.0,14.0,3.0,32.0,1,0,10.0
94000.0,48.0,104.0,12.0,13.0,0.0,32.0,1,1,12.0
120200.0,40.0,124.0,15.0,11.0,8.0,28.0,1,0,10.0
45000.0,40.0,94.0,15.0,9.0,4.0,31.0,1,0,12.0
105800.0,40.0,120.0,16.0,16.0,13.0,37.0,1,0,12.0
100000.0,40.0,96.0,11.0,15.0,15.0,37.0,1,0,8.0
31800.0,40.0,67.0,12.0,16.0,5.0,36.0,1,1,7.0
55600.0,40.0,69.0,11.0,13.0,9.0,34.0,0,1,8.0
95800.0,60.0,98.0,12.0,11.0,9.0,28.0,1,0,12.0
99500.0,40.0,92.0,9.0,22.0,13.0,38.0,1,1,7.0
160000.0,50.0,109.0,14.0,16.0,5.0,33.0,1,0,9.0
60600.0,45.0,100.0,18.0,6.0,5.0,30.0,0,0,12.0
51100.0,45.0,101.0,12.0,13.0,1.0,30.0,1,0,11.0
141100.0,45.0,111.0,16.0,11.0,12.0,32.0,1,0,12.0
134600.0,40.0,106.0,16.0,15.0,11.0,37.0,1,0,8.0
152200.0,46.0,102.0,12.0,15.0,16.0,37.0,1,0,12.0
107500.0,40.0,115.0,14.0,9.0,10.0,30.0,1,0,12.0
120000.0,50.0,99.0,12.0,11.0,11.0,28.0,1,0,10.0
137700.0,37.0,118.0,16.0,15.0,1.0,36.0,1,0,11.0
87400.0,55.0,132.0,13.0,8.0,2.0,33.0,1,0,13.0
62500.0,40.0,108.0,13.0,11.0,9.0,30.0,1,0,12.0
125000.0,32.0,98.0,12.0,17.0,2.0,33.0,1,0,14.0
108200.0,40.0,111.0,13.0,20.0,12.0,36.0,1,0,8.0
69300.0,40.0,79.0,11.0,18.0,3.0,38.0,1,0,8.0
72700.0,55.0,97.0,12.0,11.0,11.0,31.0,1,0,12.0
61500.0,50.0,99.0,15.0,16.0,15.0,38.0,1,0,12.0
91300.0,40.0,101.0,16.0,5.0,7.0,31.0,1,0,12.0
88400.0,46.0,120.0,17.0,4.0,10.0,36.0,1,0,12.0
69800.0,43.0,97.0,12.0,10.0,4.0,29.0,1,0,8.0
80000.0,55.0,106.0,12.0,17.0,18.0,36.0,1,0,8.0
81200.0,40.0,131.0,16.0,9.0,3.0,30.0,0,0,12.0
100000.0,40.0,93.0,11.0,16.0,14.0,34.0,1,0,12.0
54900.0,49.0,79.0,12.0,11.0,3.0,32.0,0,0,8.0
130000.0,35.0,100.0,12.0,13.0,15.0,31.0,1,0,11.0
92300.0,50.0,107.0,16.0,9.0,8.0,33.0,1,0,9.0
153900.0,40.0,112.0,12.0,15.0,15.0,32.0,1,0,12.0
72100.0,40.0,105.0,12.0,11.0,9.0,30.0,1,0,12.0
81500.0,40.0,114.0,12.0,15.0,14.0,31.0,1,0,12.0
60000.0,80.0,116.0,12.0,20.0,2.0,38.0,1,0,8.0
110000.0,40.0,104.0,12.0,18.0,7.0,37.0,1,0,11.0
105800.0,40.0,85.0,12.0,18.0,19.0,35.0,1,0,9.0
96200.0,40.0,93.0,12.0,15.0,1.0,30.0,1,0,9.0
43300.0,50.0,100.0,12.0,5.0,9.0,37.0,1,0,8.0
94000.0,40.0,71.0,11.0,9.0,2.0,29.0,1,0,12.0
141700.0,38.0,88.0,16.0,9.0,10.0,32.0,0,0,12.0
100000.0,65.0,93.0,12.0,11.0,9.0,29.0,1,0,12.0
50000.0,40.0,98.0,13.0,14.0,5.0,32.0,1,0,12.0
80000.0,50.0,110.0,14.0,8.0,5.0,28.0,1,0,12.0
76600.0,40.0,109.0,12.0,17.0,18.0,35.0,1,0,12.0
75000.0,43.0,94.0,14.0,12.0,10.0,33.0,1,0,11.0
55000.0,40.0,77.0,12.0,15.0,2.0,37.0,1,0,8.0
79500.0,52.0,89.0,11.0,16.0,4.0,34.0,1,0,12.0
72300.0,40.0,102.0,12.0,12.0,10.0,30.0,1,0,12.0
103900.0,40.0,113.0,14.0,12.0,8.0,34.0,1,0,16.0
20000.0,55.0,103.0,10.0,11.0,15.0,32.0,1,0,12.0
40000.0,40.0,90.0,10.0,12.0,1.0,32.0,1,1,8.0
57500.0,40.0,96.0,11.0,17.0,1.0,35.0,1,0,12.0
85000.0,40.0,97.0,11.0,16.0,5.0,37.0,1,0,12.0
50800.0,50.0,87.0,12.0,16.0,1.0,32.0,1,1,10.0
116200.0,45.0,89.0,12.0,11.0,4.0,37.0,1,0,15.0
119900.0,43.0,70.0,13.0,13.0,5.0,30.0,1,1,8.0
127000.0,40.0,104.0,16.0,8.0,4.0,31.0,1,0,16.0
35000.0,45.0,116.0,16.0,5.0,3.0,33.0,1,0,11.0
96300.0,40.0,85.0,14.0,9.0,9.0,28.0,1,1,7.0
146300.0,45.0,104.0,15.0,14.0,11.0,37.0,1,0,12.0
80200.0,40.0,99.0,12.0,13.0,12.0,29.0,1,1,9.0
64200.0,45.0,93.0,12.0,12.0,7.0,30.0,1,1,6.0
75100.0,40.0,114.0,13.0,9.0,2.0,28.0,1,0,12.0
48800.0,40.0,103.0,17.0,5.0,3.0,31.0,1,0,12.0
140000.0,40.0,92.0,12.0,15.0,5.0,36.0,1,0,6.0
94000.0,45.0,98.0,18.0,10.0,7.0,31.0,1,0,8.0
86600.0,40.0,114.0,13.0,15.0,16.0,37.0,1,0,12.0
67500.0,40.0,77.0,12.0,20.0,4.0,38.0,1,1,12.0
37500.0,40.0,89.0,14.0,9.0,3.0,30.0,1,1,13.0
32500.0,40.0,93.0,14.0,10.0,1.0,33.0,1,1,16.0
34600.0,40.0,110.0,12.0,16.0,17.0,38.0,1,0,12.0
144200.0,40.0,132.0,17.0,8.0,1.0,33.0,1,0,8.0
56000.0,49.0,112.0,16.0,13.0,2.0,32.0,1,0,8.0
55000.0,56.0,99.0,12.0,17.0,11.0,36.0,1,0,12.0
95000.0,44.0,96.0,16.0,8.0,10.0,32.0,1,1,10.0
68400.0,45.0,106.0,13.0,16.0,2.0,38.0,1,0,12.0
132200.0,40.0,128.0,16.0,7.0,1.0,33.0,1,0,18.0
163400.0,40.0,95.0,12.0,18.0,3.0,38.0,1,0,12.0
41700.0,40.0,80.0,12.0,8.0,0.0,30.0,0,0,8.0
47200.0,45.0,71.0,11.0,9.0,0.0,32.0,1,0,6.0
66600.0,50.0,89.0,12.0,16.0,1.0,34.0,1,1,9.0
167900.0,55.0,127.0,18.0,10.0,3.0,32.0,1,0,12.0
103900.0,40.0,114.0,16.0,1.0,9.0,31.0,0,0,8.0
125000.0,40.0,102.0,13.0,13.0,11.0,30.0,1,0,7.0
76000.0,40.0,88.0,12.0,12.0,15.0,31.0,1,0,12.0
115400.0,42.0,88.0,12.0,14.0,12.0,29.0,1,0,12.0
160200.0,60.0,110.0,15.0,14.0,1.0,37.0,1,0,14.0
144200.0,40.0,110.0,13.0,13.0,13.0,29.0,1,1,7.0
86500.0,40.0,130.0,16.0,5.0,3.0,30.0,1,0,8.0
70500.0,50.0,100.0,12.0,15.0,12.0,36.0,1,0,12.0
100000.0,40.0,101.0,12.0,16.0,1.0,35.0,1,0,12.0
85200.0,44.0,89.0,10.0,13.0,9.0,32.0,1,0,9.0
77000.0,40.0,80.0,12.0,16.0,14.0,35.0,1,0,12.0
100000.0,40.0,72.0,12.0,16.0,9.0,34.0,1,0,12.0
132900.0,55.0,115.0,18.0,10.0,5.0,36.0,1,0,12.0
168200.0,40.0,115.0,16.0,10.0,4.0,37.0,1,0,12.0
57700.0,55.0,108.0,16.0,4.0,0.0,31.0,1,1,8.0
68500.0,40.0,93.0,12.0,17.0,7.0,38.0,0,0,8.0
57700.0,40.0,111.0,16.0,8.0,8.0,29.0,0,1,18.0
104000.0,40.0,101.0,12.0,19.0,9.0,38.0,1,1,11.0
125000.0,40.0,92.0,16.0,10.0,11.0,32.0,0,0,12.0
60000.0,40.0,115.0,13.0,7.0,7.0,28.0,0,0,5.0
48000.0,40.0,76.0,12.0,17.0,3.0,35.0,0,1,11.0
100000.0,40.0,93.0,11.0,11.0,0.0,29.0,1,0,12.0
98800.0,48.0,91.0,12.0,15.0,15.0,36.0,1,0,8.0
47800.0,45.0,90.0,10.0,19.0,10.0,34.0,1,0,9.0
44000.0,40.0,84.0,12.0,11.0,2.0,30.0,1,1,9.0
48500.0,40.0,120.0,12.0,11.0,1.0,30.0,1,1,12.0
70500.0,40.0,89.0,9.0,19.0,0.0,36.0,1,1,12.0
155000.0,40.0,104.0,12.0,16.0,1.0,34.0,1,0,9.0
96000.0,40.0,107.0,12.0,11.0,9.0,29.0,1,1,6.0
100000.0,40.0,100.0,12.0,16.0,14.0,32.0,1,0,12.0
62500.0,40.0,129.0,18.0,4.0,5.0,36.0,1,0,15.0
134600.0,40.0,112.0,16.0,14.0,14.0,35.0,1,0,12.0
96100.0,40.0,76.0,12.0,13.0,13.0,31.0,0,1,12.0
47900.0,40.0,97.0,12.0,15.0,1.0,38.0,1,0,12.0
120100.0,50.0,98.0,11.0,17.0,16.0,36.0,1,0,11.0
134600.0,45.0,60.0,16.0,8.0,2.0,31.0,1,0,12.0
112200.0,35.0,132.0,18.0,13.0,8.0,32.0,1,0,12.0
54300.0,45.0,90.0,14.0,5.0,7.0,38.0,1,1,6.0
45000.0,40.0,63.0,11.0,12.0,4.0,31.0,1,1,7.0
50700.0,55.0,110.0,14.0,10.0,4.0,32.0,1,0,13.0
54700.0,60.0,88.0,11.0,17.0,5.0,34.0,1,0,12.0
58600.0,56.0,98.0,11.0,18.0,16.0,35.0,1,0,12.0
46200.0,55.0,61.0,12.0,6.0,4.0,29.0,1,1,8.0
70500.0,40.0,76.0,12.0,13.0,8.0,37.0,1,1,12.0
156600.0,40.0,127.0,12.0,7.0,1.0,29.0,1,0,11.0
163400.0,40.0,94.0,13.0,18.0,18.0,36.0,1,0,8.0
128200.0,45.0,97.0,16.0,4.0,1.0,32.0,1,0,16.0
55600.0,40.0,127.0,16.0,6.0,2.0,31.0,1,1,12.0
120000.0,40.0,109.0,15.0,7.0,8.0,33.0,1,0,11.0
85500.0,45.0,89.0,12.0,6.0,6.0,31.0,1,0,3.0
105300.0,40.0,90.0,12.0,18.0,7.0,37.0,1,0,11.0
100000.0,48.0,105.0,12.0,11.0,4.0,28.0,1,0,12.0
90000.0,55.0,100.0,12.0,18.0,5.0,34.0,0,0,8.0
160200.0,45.0,111.0,16.0,10.0,10.0,31.0,1,0,16.0
50800.0,50.0,125.0,17.0,9.0,2.0,31.0,1,0,16.0
150000.0,60.0,124.0,16.0,6.0,6.0,29.0,1,0,12.0
168200.0,50.0,107.0,14.0,15.0,9.0,32.0,1,0,12.0
75000.0,40.0,110.0,13.0,13.0,1.0,35.0,1,0,12.0
84300.0,40.0,102.0,14.0,8.0,7.0,29.0,1,0,16.0
40900.0,40.0,93.0,12.0,17.0,18.0,38.0,0,0,12.0
100400.0,40.0,81.0,12.0,17.0,15.0,34.0,1,0,12.0
65000.0,40.0,99.0,12.0,13.0,10.0,30.0,1,0,12.0
80800.0,40.0,93.0,12.0,17.0,9.0,37.0,1,1,12.0
213700.0,45.0,102.0,13.0,8.0,2.0,30.0,1,0,12.0
76100.0,48.0,95.0,12.0,14.0,21.0,38.0,1,0,12.0
76900.0,40.0,98.0,16.0,8.0,3.0,35.0,0,0,11.0
34500.0,40.0,84.0,12.0,7.0,8.0,31.0,1,1,12.0
49500.0,40.0,88.0,12.0,6.0,10.0,31.0,1,0,12.0
98700.0,38.0,109.0,16.0,9.0,3.0,31.0,1,0,4.0
250000.0,60.0,82.0,12.0,21.0,1.0,38.0,1,0,8.0
109800.0,45.0,105.0,14.0,6.0,1.0,32.0,0,0,12.0
121200.0,40.0,95.0,12.0,6.0,16.0,38.0,1,0,12.0
57700.0,40.0,92.0,15.0,8.0,1.0,28.0,1,1,10.0
39000.0,59.0,74.0,15.0,10.0,3.0,30.0,1,1,7.0
150000.0,40.0,123.0,16.0,9.0,12.0,32.0,1,0,12.0
58300.0,80.0,86.0,12.0,9.0,1.0,30.0,1,0,12.0
46000.0,40.0,92.0,11.0,16.0,1.0,36.0,1,0,12.0
94500.0,40.0,87.0,12.0,12.0,13.0,38.0,1,0,8.0
144200.0,60.0,117.0,16.0,9.0,3.0,31.0,1,0,12.0
133300.0,45.0,112.0,16.0,14.0,8.0,38.0,1,0,12.0
150000.0,37.0,119.0,15.0,8.0,5.0,33.0,0,0,12.0
133300.0,45.0,103.0,16.0,7.0,1.0,34.0,1,0,12.0
70000.0,40.0,74.0,12.0,16.0,4.0,36.0,1,1,9.0
97300.0,36.0,81.0,13.0,11.0,5.0,32.0,1,0,6.0
216200.0,40.0,124.0,18.0,10.0,8.0,32.0,1,0,10.0
79700.0,41.0,89.0,12.0,10.0,7.0,36.0,1,0,7.0
40000.0,40.0,88.0,12.0,14.0,1.0,32.0,1,1,7.0
101500.0,40.0,67.0,12.0,15.0,11.0,32.0,1,1,9.0
174400.0,43.0,106.0,16.0,8.0,9.0,29.0,1,0,12.0
63000.0,40.0,103.0,15.0,14.0,2.0,32.0,1,0,11.0
44500.0,40.0,91.0,12.0,11.0,4.0,32.0,1,0,6.0
66000.0,42.0,101.0,16.0,12.0,9.0,31.0,1,0,12.0
77900.0,40.0,85.0,12.0,14.0,7.0,37.0,1,1,12.0
37700.0,40.0,83.0,12.0,9.0,1.0,36.0,0,0,12.0
56000.0,44.0,70.0,12.0,16.0,11.0,35.0,1,1,8.0
112200.0,60.0,102.0,17.0,7.0,13.0,32.0,1,0,12.0
45300.0,50.0,94.0,12.0,9.0,2.0,30.0,1,0,7.0
138600.0,40.0,97.0,10.0,17.0,9.0,37.0,1,0,12.0
153900.0,40.0,115.0,17.0,7.0,9.0,31.0,1,0,12.0
115400.0,40.0,117.0,16.0,11.0,12.0,35.0,1,0,17.0
96200.0,50.0,105.0,14.0,15.0,2.0,37.0,1,0,8.0
72200.0,55.0,113.0,16.0,8.0,1.0,38.0,0,0,8.0
48000.0,40.0,83.0,12.0,9.0,3.0,37.0,1,0,10.0
80800.0,50.0,101.0,18.0,8.0,9.0,38.0,1,0,17.0
144200.0,40.0,113.0,13.0,14.0,8.0,36.0,1,0,12.0
109100.0,50.0,88.0,13.0,13.0,4.0,37.0,1,0,12.0
35000.0,40.0,93.0,12.0,16.0,0.0,33.0,0,1,12.0
50000.0,40.0,83.0,12.0,18.0,11.0,36.0,1,1,7.0
102600.0,45.0,113.0,16.0,9.0,13.0,30.0,1,0,16.0
57700.0,40.0,106.0,17.0,11.0,7.0,33.0,0,1,13.0
133300.0,60.0,106.0,15.0,5.0,1.0,30.0,1,0,12.0
91500.0,55.0,114.0,12.0,17.0,9.0,37.0,1,0,10.0
110500.0,40.0,119.0,16.0,9.0,10.0,30.0,0,0,11.0
91000.0,40.0,82.0,14.0,5.0,5.0,30.0,1,1,9.0
100000.0,40.0,89.0,12.0,17.0,8.0,38.0,1,0,1.0
116000.0,40.0,74.0,12.0,14.0,1.0,33.0,1,1,3.0
100100.0,34.0,77.0,12.0,12.0,3.0,29.0,1,1,3.0
71300.0,40.0,75.0,12.0,5.0,12.0,36.0,1,1,12.0
92900.0,40.0,97.0,13.0,12.0,5.0,30.0,1,0,12.0
40000.0,50.0,68.0,12.0,4.0,9.0,31.0,1,1,6.0
124100.0,40.0,83.0,13.0,9.0,10.0,33.0,1,0,12.0
106500.0,40.0,97.0,12.0,21.0,10.0,36.0,1,0,12.0
40300.0,45.0,98.0,12.0,5.0,3.0,30.0,1,0,12.0
94000.0,45.0,102.0,13.0,15.0,12.0,30.0,1,1,12.0
81200.0,40.0,81.0,10.0,17.0,13.0,34.0,1,1,8.0
70000.0,20.0,85.0,10.0,13.0,0.0,35.0,1,1,6.0
57500.0,40.0,86.0,10.0,12.0,6.0,33.0,1,1,12.0
45000.0,40.0,79.0,10.0,20.0,5.0,36.0,1,1,12.0
62100.0,43.0,84.0,12.0,14.0,10.0,31.0,1,0,8.0
44100.0,38.0,74.0,12.0,12.0,11.0,30.0,1,0,8.0
62500.0,40.0,92.0,16.0,6.0,9.0,33.0,1,1,12.0
72600.0,45.0,93.0,12.0,16.0,5.0,36.0,1,0,6.0
50000.0,40.0,69.0,9.0,21.0,13.0,38.0,1,1,6.0
100000.0,44.0,113.0,17.0,8.0,2.0,34.0,1,0,17.0
39300.0,48.0,92.0,12.0,15.0,16.0,38.0,1,0,8.0
60000.0,40.0,127.0,12.0,8.0,3.0,28.0,0,0,9.0
96200.0,50.0,109.0,12.0,21.0,12.0,37.0,1,0,6.0
96200.0,40.0,97.0,12.0,15.0,4.0,34.0,1,0,10.0
86500.0,40.0,66.0,11.0,10.0,7.0,30.0,1,0,0.0
115400.0,50.0,109.0,16.0,10.0,3.0,35.0,1,0,16.0
138600.0,42.0,109.0,16.0,10.0,11.0,34.0,1,0,4.0
73200.0,40.0,104.0,12.0,10.0,7.0,36.0,1,0,12.0
86500.0,40.0,85.0,13.0,4.0,9.0,34.0,1,0,8.0
70000.0,40.0,81.0,12.0,13.0,13.0,31.0,1,0,8.0
97500.0,40.0,87.0,9.0,20.0,10.0,37.0,1,0,5.0
130000.0,40.0,78.0,13.0,12.0,3.0,33.0,1,0,12.0
90000.0,40.0,54.0,14.0,12.0,3.0,31.0,1,0,12.0
82900.0,40.0,98.0,12.0,15.0,15.0,36.0,1,0,8.0
100000.0,40.0,98.0,12.0,17.0,13.0,36.0,1,0,12.0
82700.0,40.0,105.0,16.0,7.0,8.0,30.0,1,0,16.0
50000.0,44.0,87.0,13.0,5.0,2.0,31.0,1,0,12.0
115500.0,40.0,117.0,13.0,9.0,1.0,28.0,1,0,12.0
95000.0,55.0,85.0,15.0,8.0,3.0,29.0,0,0,12.0
70000.0,40.0,82.0,13.0,10.0,4.0,30.0,1,0,8.0
171000.0,45.0,114.0,18.0,7.0,6.0,32.0,1,0,12.0
53300.0,30.0,65.0,12.0,5.0,1.0,32.0,0,1,11.0
200400.0,48.0,105.0,18.0,10.0,0.0,34.0,1,0,12.0
89000.0,60.0,92.0,14.0,9.0,8.0,32.0,1,0,7.0
307800.0,30.0,107.0,13.0,11.0,4.0,29.0,1,0,12.0
153900.0,40.0,111.0,17.0,10.0,13.0,37.0,1,0,12.0
50800.0,40.0,73.0,12.0,1.0,1.0,31.0,1,1,12.0
135400.0,40.0,119.0,17.0,13.0,9.0,35.0,0,0,16.0
114300.0,35.0,97.0,12.0,21.0,8.0,38.0,1,0,12.0
96200.0,40.0,110.0,12.0,16.0,8.0,33.0,1,0,10.0
125000.0,44.0,96.0,12.0,19.0,20.0,38.0,1,0,12.0
99000.0,40.0,67.0,12.0,16.0,3.0,34.0,1,1,8.0
90500.0,40.0,102.0,12.0,17.0,4.0,37.0,1,0,12.0
92600.0,55.0,64.0,12.0,18.0,0.0,38.0,1,0,0.0
155900.0,40.0,103.0,12.0,17.0,10.0,34.0,1,0,8.0
131200.0,40.0,118.0,10.0,14.0,4.0,32.0,1,0,12.0
92300.0,40.0,118.0,14.0,8.0,16.0,35.0,1,1,7.0
87900.0,40.0,118.0,18.0,1.0,9.0,31.0,1,0,13.0
80000.0,25.0,75.0,13.0,14.0,1.0,38.0,1,0,12.0
104900.0,50.0,112.0,14.0,6.0,10.0,32.0,1,0,12.0
55000.0,40.0,95.0,12.0,4.0,1.0,30.0,0,0,12.0
119000.0,40.0,119.0,17.0,4.0,2.0,34.0,1,0,12.0
58300.0,48.0,94.0,14.0,10.0,6.0,37.0,1,0,12.0
120000.0,40.0,103.0,14.0,5.0,2.0,30.0,1,0,6.0
79700.0,55.0,90.0,16.0,11.0,5.0,33.0,1,0,14.0
137100.0,40.0,128.0,18.0,8.0,13.0,36.0,1,0,16.0
36000.0,55.0,110.0,13.0,11.0,1.0,38.0,0,1,12.0
127000.0,40.0,84.0,12.0,11.0,12.0,30.0,1,0,12.0
183200.0,40.0,97.0,12.0,16.0,1.0,36.0,1,0,8.0
90900.0,40.0,102.0,12.0,14.0,5.0,33.0,1,0,12.0
174600.0,40.0,131.0,18.0,9.0,10.0,33.0,1,0,12.0
52000.0,40.0,126.0,16.0,8.0,1.0,30.0,1,0,12.0
80800.0,40.0,107.0,16.0,6.0,7.0,29.0,1,0,12.0
213700.0,45.0,108.0,16.0,11.0,2.0,36.0,1,0,12.0
69200.0,50.0,92.0,15.0,9.0,3.0,38.0,1,1,8.0
93100.0,80.0,108.0,16.0,4.0,1.0,36.0,1,0,12.0
81200.0,45.0,115.0,16.0,11.0,3.0,34.0,1,0,12.0
86600.0,40.0,111.0,14.0,16.0,14.0,35.0,1,0,12.0
144200.0,40.0,115.0,12.0,14.0,9.0,36.0,1,0,12.0
50000.0,40.0,101.0,14.0,12.0,0.0,32.0,1,0,11.0
138400.0,50.0,114.0,18.0,12.0,2.0,37.0,1,0,12.0
52800.0,55.0,116.0,18.0,5.0,9.0,30.0,1,0,12.0
88100.0,40.0,90.0,12.0,4.0,14.0,36.0,1,0,12.0
102600.0,45.0,125.0,12.0,11.0,11.0,28.0,1,0,14.0
121200.0,40.0,98.0,12.0,11.0,12.0,28.0,0,0,12.0
162000.0,38.0,111.0,15.0,8.0,5.0,29.0,1,0,10.0
184300.0,48.0,109.0,16.0,11.0,2.0,32.0,1,0,12.0
160200.0,60.0,124.0,16.0,12.0,2.0,37.0,1,0,12.0
100000.0,40.0,121.0,13.0,6.0,1.0,33.0,1,0,8.0
73700.0,48.0,103.0,12.0,7.0,4.0,30.0,1,0,10.0
169900.0,40.0,96.0,12.0,10.0,1.0,29.0,0,0,12.0
169900.0,40.0,100.0,12.0,11.0,9.0,33.0,1,0,12.0
102500.0,48.0,104.0,14.0,6.0,5.0,32.0,1,0,12.0
